com,Part_grave,age_moyen,Part_homme,mod_mois,mod_jour,Part_surf_degradee,Part_lum_degradee,Part_atm_degradee,Part_agglo,Part_secu,mod_int,mod_int,mod_col,mod_catr,circ,mod_plan,mod_situ,mod_trajet,mod_choc
59599,50.0,29.424242424242426,75.75757575757575,juin,mardi,16.666666666666664,15.151515151515152,21.21212121212121,98.48484848484848,98.48484848484848,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
59632,33.33333333333333,30.666666666666668,83.33333333333334,octobre,lundi,0.0,0.0,0.0,66.66666666666666,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
59633,0.0,48.0,100.0,aout,samedi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Aucun
59647,100.0,15.0,100.0,janvier,lundi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - école,Côté gauche
59653,100.0,59.8,60.0,juillet,jeudi,20.0,40.0,40.0,80.0,80.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
59656,100.0,52.0,0.0,mars,samedi,0.0,0.0,0.0,0.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,A sens unique,En courbe à gauche,Sur chaussée,Promenade - loisirs,Côté droit
59668,100.0,14.0,100.0,juillet,jeudi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Non renseigné,Sur chaussée,Promenade - loisirs,Avant droit
6003,100.0,56.5,100.0,juin,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Côté gauche
6007,0.0,45.0,0.0,septembre,mardi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
60086,50.0,51.5,100.0,mars,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Côté gauche
60101,100.0,39.0,100.0,juillet,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Non renseigné,Non renseigné,Autre,Non renseigné,Aucun
60102,100.0,58.0,100.0,decembre,mardi,0.0,0.0,100.0,0.0,100.0,Intersection en X,Intersection en X,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
60129,50.0,47.5,100.0,septembre,samedi,0.0,0.0,0.0,50.0,50.0,Intersection en X,Intersection en X,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant droit
60131,100.0,68.0,100.0,janvier,dimanche,100.0,0.0,0.0,100.0,100.0,Intersection en T,Intersection en T,Sans collision,Voie communale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Aucun
60143,66.66666666666666,22.0,100.0,octobre,lundi,0.0,0.0,0.0,66.66666666666666,66.66666666666666,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Non renseigné,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière gauche
60147,0.0,58.0,0.0,juillet,mardi,0.0,100.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
60155,75.0,27.75,100.0,mai,mardi,0.0,25.0,0.0,25.0,75.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Côté gauche
60172,0.0,34.5,100.0,janvier,mercredi,0.0,50.0,50.0,100.0,50.0,Intersection en X,Intersection en X,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
60173,25.0,17.75,25.0,mai,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route départementale,Bidirectionnelle,En courbe à droite,Sur accotement,Promenade - loisirs,Côté gauche
60175,11.11111111111111,29.22222222222222,55.55555555555556,mai,vendredi,11.11111111111111,11.11111111111111,11.11111111111111,100.0,88.88888888888889,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
6019,100.0,28.5,100.0,septembre,lundi,100.0,50.0,50.0,100.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,A sens unique,Partie rectiligne,Sur chaussée,Domicile - travail,Aucun
6023,0.0,67.0,100.0,fevrier,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
60317,50.0,65.5,100.0,septembre,vendredi,0.0,0.0,0.0,0.0,100.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté droit
6033,80.0,36.6,100.0,aout,vendredi,0.0,0.0,10.0,50.0,80.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Avant
60351,100.0,49.0,100.0,aout,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Arrière
6038,71.42857142857143,37.285714285714285,71.42857142857143,octobre,mardi,14.285714285714285,0.0,14.285714285714285,42.857142857142854,85.71428571428571,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
60414,71.42857142857143,29.428571428571427,85.71428571428571,mai,mardi,28.57142857142857,14.285714285714285,28.57142857142857,57.14285714285714,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
6045,100.0,55.0,100.0,aout,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Aucun
6046,100.0,42.5,100.0,septembre,samedi,0.0,0.0,0.0,0.0,100.0,Autre intersection,Autre intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
6047,100.0,52.333333333333336,66.66666666666666,mai,mercredi,0.0,0.0,0.0,33.33333333333333,66.66666666666666,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
60472,100.0,11.0,100.0,juillet,mercredi,0.0,0.0,0.0,100.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
60491,50.0,20.5,0.0,septembre,mercredi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant gauche
60587,100.0,57.0,100.0,juin,mercredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Aucun
6059,80.0,49.6,100.0,janvier,lundi,0.0,0.0,0.0,0.0,80.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
60628,0.0,25.0,100.0,aout,mercredi,0.0,0.0,0.0,100.0,0.0,Intersection en X,Intersection en X,Autre collision,Voie communale,Bidirectionnelle,Partie rectiligne,Autres,Non renseigné,Côté droit
60665,50.0,21.5,100.0,mai,mercredi,25.0,50.0,50.0,50.0,75.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
6069,7.368421052631578,35.96842105263158,83.15789473684211,octobre,mercredi,1.0526315789473684,4.2105263157894735,4.2105263157894735,92.63157894736842,94.73684210526315,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
60695,0.0,15.0,100.0,juin,mercredi,0.0,0.0,0.0,100.0,100.0,Place,Place,Deux véhicules - frontale,Voie communale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant gauche
6074,0.0,76.0,100.0,janvier,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route de métropole urbaine,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
6081,100.0,64.0,100.0,juin,lundi,50.0,0.0,50.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Aucun
6090,71.42857142857143,43.142857142857146,85.71428571428571,octobre,samedi,14.285714285714285,28.57142857142857,14.285714285714285,57.14285714285714,85.71428571428571,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Avant
6091,80.0,45.0,100.0,juillet,vendredi,0.0,0.0,0.0,100.0,80.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
6101,100.0,56.5,100.0,mai,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Aucun
6104,40.0,46.0,80.0,mars,samedi,10.0,10.0,10.0,100.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
6106,100.0,76.0,100.0,mai,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
61135,100.0,14.0,100.0,avril,jeudi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Chocs multiples (tonneaux)
61150,0.0,10.5,100.0,juin,vendredi,0.0,0.0,0.0,50.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur accotement,Promenade - loisirs,Côté droit
6118,100.0,49.666666666666664,100.0,octobre,samedi,0.0,66.66666666666666,33.33333333333333,33.33333333333333,100.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
6119,0.0,43.0,100.0,aout,lundi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur chaussée,Promenade - loisirs,Côté gauche
61210,100.0,66.5,50.0,mars,lundi,0.0,0.0,0.0,0.0,50.0,Intersection en X,Intersection en X,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
61238,0.0,79.0,100.0,mars,dimanche,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant gauche
6125,100.0,58.0,100.0,juin,jeudi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Aucun
61258,100.0,15.0,100.0,mai,jeudi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Domicile - travail,Côté gauche
61292,100.0,30.0,100.0,novembre,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur accotement,Promenade - loisirs,Arrière
61298,100.0,71.0,100.0,fevrier,mardi,0.0,0.0,0.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - par l'arrière,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
61328,100.0,77.0,0.0,juin,mardi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Aucun
61337,100.0,61.0,100.0,juillet,dimanche,0.0,0.0,0.0,0.0,0.0,Intersection en X,Intersection en X,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant gauche
61352,100.0,10.0,0.0,mai,lundi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
6140,66.66666666666666,32.0,100.0,mai,samedi,33.33333333333333,33.33333333333333,33.33333333333333,66.66666666666666,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Sur chaussée,Promenade - loisirs,Côté gauche
61415,100.0,15.0,0.0,septembre,samedi,0.0,0.0,0.0,0.0,0.0,Intersection en T,Intersection en T,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Côté droit
61442,100.0,68.0,100.0,juillet,lundi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur accotement,Promenade - loisirs,Avant droit
61446,0.0,10.0,100.0,avril,samedi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,"""En """"S""""""",Sur accotement,Promenade - loisirs,Avant
61465,0.0,11.0,100.0,juillet,lundi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté droit
6147,100.0,35.0,100.0,avril,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Autre collision,Voie communale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant gauche
6149,50.0,41.25,100.0,juin,lundi,0.0,0.0,0.0,75.0,100.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
61496,100.0,52.0,50.0,mai,mardi,0.0,0.0,0.0,50.0,100.0,Intersection en X,Intersection en X,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Côté gauche
61507,0.0,50.0,50.0,juin,dimanche,100.0,0.0,100.0,0.0,0.0,Hors intersection,Hors intersection,Trois véhicules et plus - collisions multiples,Route nationale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Arrière
6152,71.42857142857143,45.523809523809526,80.95238095238095,avril,jeudi,4.761904761904762,9.523809523809524,4.761904761904762,33.33333333333333,90.47619047619048,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté droit
62022,100.0,20.0,100.0,janvier,mercredi,0.0,0.0,100.0,0.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Bidirectionnelle,En courbe à droite,Sur chaussée,Promenade - loisirs,Avant
62025,100.0,59.0,0.0,aout,lundi,0.0,0.0,0.0,100.0,0.0,Hors intersection,Hors intersection,Deux véhicules - frontale,Route départementale,Non renseigné,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
62037,100.0,55.0,100.0,novembre,mardi,100.0,100.0,100.0,100.0,100.0,Giratoire,Giratoire,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Domicile - travail,Côté droit
62040,100.0,19.0,66.66666666666666,avril,lundi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Côté gauche
62065,28.57142857142857,28.642857142857142,85.71428571428571,juin,dimanche,21.428571428571427,7.142857142857142,21.428571428571427,92.85714285714286,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Promenade - loisirs,Avant
62099,100.0,78.0,100.0,aout,mercredi,0.0,0.0,0.0,0.0,100.0,Hors intersection,Hors intersection,Sans collision,Route départementale,Bidirectionnelle,En courbe à gauche,Sur accotement,Promenade - loisirs,Avant
62161,100.0,15.0,0.0,aout,vendredi,0.0,0.0,0.0,100.0,100.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Route départementale,Bidirectionnelle,En courbe à gauche,Autre,Promenade - loisirs,Avant
62178,60.0,22.4,90.0,septembre,mardi,0.0,10.0,0.0,90.0,90.0,Hors intersection,Hors intersection,Deux véhicules - par le côté,Voie communale,Bidirectionnelle,Partie rectiligne,Sur chaussée,Non renseigné,Avant
